ndb_no,nrfi,long_name,manufacturer,serving_size,serving_size_uom,household_serving_size,household_serving_size_uom,energy_per_serving,energy_per_serving_uom
45282977,0.745548903942,"FIERY JAMAICAN JERK, MARINADE",Target Stores,15.0,g,1.0,Tbsp,10.0500001907,kcal
45282990,0.157053425908,ICE CREAM SANDWICHES,"Wal-Mart Stores, Inc.",60.0,g,1.0,SANDWICH,160.200012207,kcal
45282991,-0.181195154786,PECAN CARAMEL BROWNIES,Target Stores,40.0,g,1.0,PIECE,170.0,kcal
45283002,0.571342408657,UNCOOKED COLOSSAL SHRIMP,"Wal-Mart Stores, Inc.",113.0,g,4.0,ONZ,59.889995575,kcal
45283013,0.129871666431,CALIFORNIA RAISINS,Target Stores,28.0,g,1.0,BOX,89.8800048828,kcal
45283033,0.0686731636524,PEAR & GORGONZOLA CHEESE,Target Stores,118.0,g,0.5,FLATBREAD,270.220001221,kcal
45283067,1.03440225124,RED RASPBERRIES,"Wal-Mart Stores, Inc.",140.0,g,1.0,cup,70.0,kcal
45283115,0.11590141803,STRAWBERRY SWIRL CHEESECAKE,"Wal-Mart Stores, Inc.",57.0,g,1.0,SLICE,189.809997559,kcal
45283137,-0.0696292892098,GREEK WHOLE MILK YOGURT,"Wal-Mart Stores, Inc.",150.0,g,1.0,CONTAINER,160.500015259,kcal
45283142,-3.24347448349,ITALIAN STYLE MEATBALLS,Target Stores,85.0,g,3.0,MEATBALLS,289.850006104,kcal
45283148,-0.360189825296,POPCORN CHIPS SUN-DRIED TOMATO,Target Stores,28.0,g,15.0,CHIPS | ABOUT,120.119995117,kcal
45283173,0.228227481246,HOMESTYLE MEATBALLS,Target Stores,51.0,g,1.0,MEATBALL,110.160003662,kcal
45283204,-0.138427525759,CHOCOLATE COOKIE HAUNTED HOUSE KIT,Target Stores,30.0,g,1.0,DECORATED PIECE,129.899993896,kcal
45283217,0.161038726568,NONFAT LIGHT GREEK YOGURT,"Wal-Mart Stores, Inc.",150.0,g,1.0,CONTAINER,90.0,kcal
45283219,1.9150955677,DELUXE STRI-FRY,"Wal-Mart Stores, Inc.",93.0,g,1.0,cup,35.3400001526,kcal
45283232,0.366528123617,WHOLE KERNEL CORN,Target Stores,90.0,g,0.666999995708,cup,80.0999984741,kcal
45283262,-0.555450201035,TEXAS TOAST,"Meijer, Inc.",51.0,g,1.0,SLICE,190.229995728,kcal
45283288,,COTTAGE WHITE BREAD,Target Stores,43.0,g,1.0,SLICE,119.970001221,kcal
45283301,-0.109545454383,CHERRY DR THUNDER SODA,"Wal-Mart Stores, Inc.",360.0,ml,12.0,OZA,158.399993896,kcal
45283357,0.225314959884,CUBAN STYLE SANDWICH,"Wal-Mart Stores, Inc.",154.0,g,1.0,SANDWICH,320.319976807,kcal
45283436,-0.12640017271,TURKEY & CHEESE HALF SUB ON WHEAT BUN,"Meijer, Inc.",170.0,g,1.0,SANDWICH,329.800018311,kcal
45283460,-0.117301881313,PREMIUM SHELLS & CHEESE,"Wal-Mart Stores, Inc.",68.0,g,1.0,PACKAGE,229.840011597,kcal
45283574,-0.389614224434,SALAD TOPPER,Target Stores,10.0,g,1.0,Tbsp,45.0,kcal
45283575,-0.612007796764,LARGE-CUT CROUTONS,Target Stores,7.0,g,2.0,Tbsp,24.9899997711,kcal
45283576,-0.154968336225,SALAD TOPPER CRANBERRIES & SLICED ALMONDS,Target Stores,10.0,g,1.0,Tbsp,45.0,kcal
45283577,-0.169350042939,LARGE-CUT CROUTONS,Target Stores,7.0,g,2.0,Tbsp,30.0299987793,kcal
45283578,0.135116130114,WONTON STRIPS SALAD TOPPER,Target Stores,7.0,g,2.0,Tbsp,35.0,kcal
45283676,-0.131892248988,TINY JELLY BEANS,"Meijer, Inc.",40.0,g,26.0,PIECES,140.0,kcal
45284091,0.170747175813,ORGANIC GARBANZO BEANS,"Wal-Mart Stores, Inc.",50.0,g,0.25,cup,180.0,kcal
45284532,0.912523567677,APPLE SAUCE,"Wal-Mart Stores, Inc.",90.0,g,1.0,POUCN,70.1999969482,kcal
45284743,1.29414093494,100% ORANGE JUICE FROZEN CONCENTRATE,"Meijer, Inc.",60.0,ml,8.0,FL OZ (240ML) | RECON.,109.800003052,kcal
45284744,-0.113824881613,FROZEN CONCENTRATE,"Meijer, Inc.",60.0,ml,8.0,FL OZ (240ML) | RECON.,130.200012207,kcal
45284745,-0.184742763638,LIMEADE NATURALLY FLAVORED FROZEN CONCENTRATE,"Meijer, Inc.",44.0,ml,8.0,FL OZ (240 ML) | RECON.,99.8799972534,kcal
45284746,20.6985988617,PULP FREE ORANGE JUICE,"Meijer, Inc.",60.0,ml,2.0,OZA,109.800003052,kcal
45284747,2.51553750038,CRANBERRY COCKTAIL,"Meijer, Inc.",60.0,ml,2.0,OZA,139.799987793,kcal
45284748,-0.0906408280134,PINK LEMONADE,"Meijer, Inc.",44.0,ml,8.0,FL OZ (240ML) | RECON.,129.800003052,kcal
45284749,0.924064397812,100% ORANGE JUICE,"Meijer, Inc.",60.0,ml,8.0,FL OZ (240ML) | RECON.,109.800003052,kcal
45284750,-0.115210063756,LEMONADE,"Meijer, Inc.",44.0,ml,8.0,FL OZ (60ML) | RECON.,129.800003052,kcal
45284838,-0.11292476207,THREE CHEESE GARLIC KNOTS,"Wal-Mart Stores, Inc.",43.0,g,1.0,KNOT,140.179992676,kcal
45284853,-0.441437274218,JELLY BEANS,"Meijer, Inc.",42.0,g,14.0,PIECES,149.940002441,kcal
45285009,0.200749859214,HOT DOG BUNS,"Wal-Mart Stores, Inc.",43.0,g,1.0,BUN,119.970001221,kcal
45285066,-0.701827645302,CUPCAKES WITH BUTTERCREME ICING,"Wal-Mart Stores, Inc.",71.0,g,3.0,CUPCAKES,279.739990234,kcal
45285067,0.187846630812,ENRICHED HAMBURGER BUNS,"Wal-Mart Stores, Inc.",43.0,g,1.0,BUN,119.970001221,kcal
45285223,-1.75388789177,CUT CAVATAPPI CORN & RICE BLEND PASTA,"Meijer, Inc.",56.0,g,0.5,cup,199.919998169,kcal
45285224,-0.143589109182,"ROTINI, CORN & RICE BLEND PASTA","Meijer, Inc.",56.0,g,0.75,cup,199.919998169,kcal
45285225,-0.0245876610279,PENNE RIGATE,"Meijer, Inc.",56.0,g,0.660000026226,cup,199.919998169,kcal
45285226,-0.165739610791,OVEN-READY LASAGNA,"Meijer, Inc.",56.0,g,3.0,PIECES) DRY | (ABOUT,199.919998169,kcal
45285227,-0.0676330476999,SPAGHETTI,"Meijer, Inc.",56.0,g,0.166999995708,OF PKG) DRY | (,199.919998169,kcal
45285238,-0.445568054914,FIVE CHEESE RAVIOLI,"Wal-Mart Stores, Inc.",113.0,g,1.0,cup,309.619995117,kcal
45285243,0.339467972517,BOLOGNESE PASTA SAUCE,"Wal-Mart Stores, Inc.",125.0,g,0.5,cup,100.0,kcal
45285251,0.0204719100147,ITALIAN SAUSAGE TORTELLONI I,"Wal-Mart Stores, Inc.",100.0,g,1.0,cup,280.0,kcal
45285255,-0.959788680077,SPINACH & CHEESE RAVIOLI,"Wal-Mart Stores, Inc.",113.0,g,1.0,cup,270.070007324,kcal
45285256,1.030403018,MARINARA PASTA SAUCE,"Wal-Mart Stores, Inc.",125.0,g,0.5,cup,45.0,kcal
45285292,0.00149316329043,FIVE CHEESE TORTELLINI,"Wal-Mart Stores, Inc.",95.0,g,1.0,cup,260.299987793,kcal
45285298,0.0477415621281,ALFREDO PASTA SAUCE,"Wal-Mart Stores, Inc.",60.0,g,0.25,cup,150.0,kcal
45285308,0.400435715914,BASIL PESTO SAUCE,"Wal-Mart Stores, Inc.",60.0,g,0.25,cup,330.0,kcal
45285592,0.155571699142,CON QUESO ENRICHED MACARONI PRODUCT WITH CHEESE SAUCE,"Wal-Mart Stores, Inc.",102.0,g,1.0,PACKAGE,339.660003662,kcal
45285616,-0.0929457619786,FOUR CHEESE MASHED POTATOES,"Meijer, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45285617,-0.145982146263,CREAMY BUTTER MASHED POTATOES,"Meijer, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45285618,0.176263049245,ROASTED GARLIC MASHED POTATOES,"Meijer, Inc.",28.0,g,0.333000004292,cup,120.119995117,kcal
45285619,-0.0221513062716,LOADED MASHED POTATOES,"Meijer, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45285620,0.401044011116,WILD CAUGHT PACIFIC WHITING,"Meijer, Inc.",113.0,g,1.0,FILLET,99.4400024414,kcal
45285621,0.19837602973,WILD CAUGHT COD FILLETS,"Meijer, Inc.",113.0,g,1.0,PORTION/FILLET,80.2299957275,kcal
45285622,-0.262427121401,WILD CAUGHT OCEAN PERCH FILLETS,"Meijer, Inc.",113.0,g,1.0,FILLET,105.090003967,kcal
45285648,-0.0565006621182,CREAMY PEANUT BUTTER,"Wal-Mart Stores, Inc.",32.0,g,2.0,Tbsp,179.839996338,kcal
45285649,0.0416745170951,BACON CHEDDAR,"Wal-Mart Stores, Inc.",102.0,g,1.0,PACKAGE,349.860015869,kcal
45285667,-inf,SPECKIED JELLY BEANS,"Meijer, Inc.",42.0,g,14.0,PIECES,149.940002441,kcal
45285670,-0.105103716254,BROWN GRAVY MIX,"Wal-Mart Stores, Inc.",6.0,g,2.0,tsp,19.9799995422,kcal
45285693,0.15474717319,ICE CREAM,Target Stores,65.0,g,0.5,cup,170.299987793,kcal
45285724,0.162639915943,SHELLS & CHEESE,"Wal-Mart Stores, Inc.",102.0,g,1.0,PACKAGE,339.660003662,kcal
45285770,-0.105693370104,CLASSIC AGED CHEDDAR SHELLS & CHEESE,"Wal-Mart Stores, Inc.",102.0,g,1.0,PACKAGE,339.660003662,kcal
45286917,0.208785369992,CIABATTA BAGUETTE,"Wal-Mart Stores, Inc.",56.0,g,3.0,1-INCH SLICES) | (,140.0,kcal
45286943,0.0829187035561,ORGANIC FRENCH BAGUETTE,"Wal-Mart Stores, Inc.",56.0,g,3.0,1-INCH SLICES) | (,140.0,kcal
45286953,0.698909759521,MIXED FRUIT FRUIT-FLAVORED SNACKS,Target Stores,23.0,g,1.0,POUCH,69.9199981689,kcal
45287109,-0.184961751103,CROUTONS CHEESE & GARLIC SEASONED,"Wal-Mart Stores, Inc.",7.0,g,2.0,Tbsp,30.0299987793,kcal
45287114,-0.0932378768921,CROUTONS GARLIC & BUTTER SEASONED,"Wal-Mart Stores, Inc.",7.0,g,2.0,Tbsp,30.0299987793,kcal
45287139,-0.279043257236,RANCH DIP 7 DRESSING,"Wal-Mart Stores, Inc.",30.0,ml,2.0,Tbsp,99.8999938965,kcal
45287148,-0.12132050842,ITALIAN VINAIGRETTE & MARINADE,"Wal-Mart Stores, Inc.",30.0,ml,2.0,Tbsp,80.1000061035,kcal
45287161,0.0844974219799,CROUTONS CAESAR,"Wal-Mart Stores, Inc.",7.0,g,2.0,Tbsp,30.0299987793,kcal
45287197,-0.013071895577,GREEK VINAIGRETTE & MARINADE,"Wal-Mart Stores, Inc.",30.0,ml,2.0,Tbsp,99.8999938965,kcal
45287208,0.115445449948,CHICK'N BITES,"Wal-Mart Stores, Inc.",30.0,g,15.0,CRACKERS,140.100006104,kcal
45287282,-0.148340776563,ALPHABET MINI COOKIES,"Wal-Mart Stores, Inc.",28.0,g,13.0,COOKIES,120.119995117,kcal
45287481,0.00881390087306,CHICKEN TORTELLINI,"Wal-Mart Stores, Inc.",95.0,g,1.0,cup,249.850006104,kcal
45287540,-0.0909866914153,GUMMY BEARS,"Wal-Mart Stores, Inc.",39.0,g,15.0,PIECES,129.869995117,kcal
45287647,-0.175976961851,AUTHENTIC WONTON STRIPS,"Wal-Mart Stores, Inc.",7.0,g,2.0,Tbsp,39.9700012207,kcal
45287662,0.0724710971117,CHEESECAKE,Target Stores,142.0,g,1.0,CAKE,529.659973145,kcal
45287663,0.171067118645,SLICED MARBLE RYE BREAD,Target Stores,40.0,g,1.0,SLICE,100.0,kcal
45287664,0.111967265606,COOKIES & CREAM CHEESECAKE,Target Stores,142.0,g,1.0,CAKE,420.320007324,kcal
45287665,0.0999118760228,SLICED SOURDOUGH BREAD,Target Stores,40.0,g,1.0,SLICE,100.0,kcal
45287666,-0.0436136350036,CHEESECAKE,Target Stores,142.0,g,1.0,CAKE,450.140014648,kcal
45287668,7.51012277603,VEGETABLE STIR-FRY,Target Stores,85.0,g,0.75,cup,29.75,kcal
45287695,5.1456580162,BROCCOLI MEDLEY,Target Stores,85.0,g,3.0,cup,24.6499996185,kcal
45287698,7.40488672256,BROCCOLI FLORETS,Target Stores,85.0,g,3.0,cup,24.6499996185,kcal
45287707,3.67222881317,BRUSSELS SPROUTS,Target Stores,85.0,g,3.0,cup,34.8499984741,kcal
45287708,3.48466062546,SUGAR SNAP PEAS,Target Stores,85.0,g,1.0,cup,34.8499984741,kcal
45287709,3.00999403,SNOW PEAS,Target Stores,85.0,g,1.0,-1/3 CUP,34.8499984741,kcal
45287711,-0.156695812941,PEANUT BUTTER CHOCOLATE,Target Stores,41.0,g,1.0,cup,220.169998169,kcal
45287716,-0.0314414761961,TRAIL MIX,Target Stores,38.0,g,0.333000004292,cup,190.0,kcal
45287717,0.218244358897,ROASTED PEPITAS,Target Stores,28.0,g,0.25,CUP) | (ABOUT,159.880004883,kcal
45287718,0.000200956099434,PRETZELS,Target Stores,42.0,g,9.0,PRETZELS,199.920013428,kcal
45287719,0.00668261479586,DIPPED MACAROONS,Target Stores,32.0,g,2.0,MACAROONS,160.0,kcal
45287720,0.255909919739,UNSALTED CASHEW CRANBERRY ALMOND TRAIL MIX,Target Stores,28.0,g,1.0,POUCH,140.0,kcal
45287721,0.0498916693032,ALMONDS WITH WHITE CHOCOLATE COATING,Target Stores,42.0,g,0.25,cup,239.820007324,kcal
45287723,-0.0407979972661,HAM & CHEESE FILLED SANDWICHES,"Wal-Mart Stores, Inc.",127.0,g,1.0,SANDWICHES,340.360015869,kcal
45287727,0.0390622876585,APPLE CIDER VINAIGRETTE DRESSING,"Wal-Mart Stores, Inc.",30.0,ml,2.0,Tbsp,69.8999938965,kcal
45287736,,UNSWEETENED SPARKLING WATER,Target Stores,355.0,ml,1.0,CAN,0.0,kcal
45287738,,CITRUS SPARKLING WATER,Target Stores,355.0,ml,1.0,CAN,0.0,kcal
45287753,0.376642167568,VEGETARIAN BAKED BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,159.900009155,kcal
45287762,,SPARKLING WATER,Target Stores,355.0,ml,1.0,CAN,0.0,kcal
45287764,,UNSWEETENED SPARKLING WATER,Target Stores,355.0,ml,1.0,CAN,0.0,kcal
45287766,-0.161903306842,MAYONNAISE,"Wal-Mart Stores, Inc.",13.0,g,1.0,Tbsp,89.9599990845,kcal
45287781,0.010015854612,CREAMY JALAPENO DRESSING,"Wal-Mart Stores, Inc.",29.0,g,2.0,Tbsp,129.919998169,kcal
45287787,0.19402179122,YOGURT SMOOTHIE,"Meijer, Inc.",216.0,g,7.0,ONZ,170.63999939,kcal
45287788,-0.116567656398,YOGURT SMOOTHIE,"Meijer, Inc.",216.0,g,7.0,ONZ,170.63999939,kcal
45287789,0.267140179873,YOGURT SMOOTHIE,"Meijer, Inc.",216.0,g,7.0,ONZ,159.839996338,kcal
45287804,-0.000808309239801,STRAWBERRY POPPYSEED DRESSING,"Wal-Mart Stores, Inc.",29.0,g,2.0,Tbsp,109.909996033,kcal
45287827,-0.0961750000715,GARLIC PEPPER CRISPY ONIONS,"Wal-Mart Stores, Inc.",7.0,g,1.5,Tbsp,39.9700012207,kcal
45287859,0.346772938967,BROWN SUGAR AND MOLASSES BAKED BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,159.900009155,kcal
45287860,-0.347417831421,REDUCED FAT MAYONNAISE WITH OLIVE OIL,"Wal-Mart Stores, Inc.",13.0,g,1.0,Tbsp,50.0499992371,kcal
45287948,0.120331756771,FILLED SANDWICHES,"Wal-Mart Stores, Inc.",127.0,g,1.0,SANDWICH,340.360015869,kcal
45288159,0.366527140141,WHOLE MILK,Target Stores,240.0,ml,1.0,cup,148.800003052,kcal
45288161,0.234160333872,2% REDUCED FAT MILK,Target Stores,240.0,ml,1.0,cup,120.0,kcal
45288179,0.1409137398,CHEESE STICKS COLBY JACK,"Meijer, Inc.",21.0,g,1.0,STICK,80.0100021362,kcal
45288244,0.693819880486,WILD CAUGHT PATAGONIAN RED RAW SHRIMP,"Meijer, Inc.",110.0,g,4.0,ONZ,100.100006104,kcal
45288245,0.719149649143,WILD CAUGHT PATAGONIAN RED RAW SHRIMP,"Meijer, Inc.",110.0,g,4.0,ONZ,100.100006104,kcal
45288246,0.719149649143,WILD CAUGHT PATAGONIAN RED RAW SHRIMP,"Meijer, Inc.",110.0,g,4.0,ONZ,100.100006104,kcal
45288389,0.893225431442,GREEN TEA,"Wal-Mart Stores, Inc.",500.0,ml,1.0,BOTTLE,110.0,kcal
45288426,-0.372331678867,"BONELESS CHICKEN BITES, HONEY BBQ SAUCE, NATURAL SMOKE FLAVOR & CARAMEL COLOR ADDED","Meijer, Inc.",79.0,g,3.0,PIECES,199.869995117,kcal
45288427,0.165679320693,DICED CHICKEN BREAST,"Meijer, Inc.",84.0,g,3.0,ONZ,110.039993286,kcal
45288428,0.0471197217703,HAMBURGER BUNS,"Meijer, Inc.",64.0,g,1.0,BUN,179.839996338,kcal
45288429,-0.256532788277,CORN DUSTED KAISER HAMBURGER BUNS,"Meijer, Inc.",66.0,g,1.0,BUN,180.180007935,kcal
45288430,0.0322899259627,CHICKEN STRIPS,"Meijer, Inc.",84.0,g,3.0,ONZ,199.920013428,kcal
45288431,0.0966550707817,SWEET & HOT DOG BUNS,"Meijer, Inc.",44.0,g,1.0,BUN,120.120002747,kcal
45288432,0.323922544718,GRILLED CHICKEN BREAST STRIPS,"Meijer, Inc.",84.0,g,3.0,ONZ,99.9600067139,kcal
45288433,0.184270650148,GOURMET GRILLERS HAMBURGER BUNS,"Meijer, Inc.",60.0,g,1.0,BUN,169.799987793,kcal
45288434,0.151682928205,SESAME SEED HAMBURGER BUNS,"Meijer, Inc.",71.0,g,1.0,BUN,200.220001221,kcal
45288435,0.119019269943,WHITE ENRICHED SANDWICH BREAD,Target Stores,47.0,g,2.0,SLICES,119.849998474,kcal
45288436,0.281865775585,COOKED HAM,Target Stores,56.0,g,2.0,ONZ,70.0,kcal
45288437,0.0217284727842,HARD SALAMI,Target Stores,28.0,g,1.0,ONZ,110.040000916,kcal
45288438,0.0161342807114,HONEY SMOKED HAM,Target Stores,56.0,g,2.0,ONZ,70.0,kcal
45288439,,BLUE RASPBERRY LEMONADE SPARKLING CHILL,Target Stores,240.0,ml,8.0,OZA,0.0,kcal
45288440,-inf,SEASONED BLACK ANGUS ROAST BEEF,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288441,,SWEET ASIAN-SEASONED SLICED BEEF STRIPS,Target Stores,112.0,g,4.0,ONZ,170.239990234,kcal
45288442,-1.53737854958,OVEN-ROASTED CHICKEN BREAST,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288443,-inf,CORNED BEEF,Target Stores,56.0,g,2.0,ONZ,90.1600036621,kcal
45288444,-inf,HALF & HALF,Target Stores,30.0,ml,2.0,Tbsp,39.9000015259,kcal
45288446,-0.401221215725,8 PIECE CUT UP WHOLE CHICKEN,Target Stores,112.0,g,4.0,ONZ,210.559997559,kcal
45288447,0.12617212534,ST LOUIS - STYLE PORK RIBS IN A SMOKY BARBECUE SAUCE,Target Stores,140.0,g,5.0,ONZ,429.799987793,kcal
45288448,0.381129860878,SPREADABLE CHEDDER,Target Stores,28.0,g,2.0,Tbsp,89.8800048828,kcal
45288449,-inf,SEASONED ANGUS BEEF PASTRAMI,Target Stores,56.0,g,2.0,ONZ,100.239997864,kcal
45288450,0.198129713535,FULLY COOKED DICED HAM,Target Stores,56.0,g,2.0,ONZ,70.0,kcal
45288451,-inf,GARLIC & HERB TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288452,0.981689870358,COCONUT WATER,Target Stores,240.0,ml,8.0,OZA,45.5999984741,kcal
45288453,-1.70132732391,ALASKAN SOCKEYE SALMON FILLET WILD CAUGHT,Target Stores,198.0,g,1.0,FILLET,330.660003662,kcal
45288454,-0.203300386667,ONION 6 PRE-SLICED BAGELS,Target Stores,81.0,g,1.0,BAGEL,200.070007324,kcal
45288455,-3.05401396751,HAM OFF THE BONE WITH NATURAL JUICES,Target Stores,56.0,g,2.0,ONZ,80.0799942017,kcal
45288458,-0.237993866205,HONEY-ROASTED TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,70.0,kcal
45288459,-inf,ALASKAN KETA SALMON FULL SIDE FILLET,Target Stores,110.0,g,4.0,ONZ,129.799987793,kcal
45288460,0.184146165848,OVEN-ROASTED TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288461,0.263061225414,SOUTHWESTERN-STYLE TURKEY,Target Stores,56.0,g,2.0,ONZ,49.8400001526,kcal
45288462,0.148111104965,HEAVY WHIPPING CREAM,Target Stores,15.0,ml,1.0,Tbsp,45.0,kcal
45288463,,BLACK FOREST HAM WITH NATURAL JUICES,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288465,0.380961298943,BUFFALO-STYLE CHICKEN BREAST,Target Stores,56.0,g,2.0,ONZ,49.8400001526,kcal
45288466,0.410749137402,HICKORY-SMOKED TURKEY BREAST WITH BROTH,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288467,0.454098433256,APPLEWOOD SMOKED TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288468,0.171193569899,HAWAIIAN-STYLE HAM,Target Stores,56.0,g,2.0,ONZ,80.0799942017,kcal
45288469,0.449898123741,REDUCED FAT COLBY JACK CHEESE BARS,Target Stores,21.0,g,1.0,BAR,60.0599975586,kcal
45288470,0.19290676713,ULTRA-PASTEURIZED HALF & HALF,Target Stores,30.0,ml,2.0,Tbsp,39.9000015259,kcal
45288472,0.21163161099,"PLAIN, 12 PRE-SLICED MINI BAGELS",Target Stores,42.0,g,1.0,BAGEL,110.039993286,kcal
45288474,0.0269688162953,HARD SALAMI,Target Stores,28.0,g,1.0,ONZ,140.0,kcal
45288475,0.242624938488,VIRGINIA BRAND HAM,Target Stores,56.0,g,2.0,ONZ,70.0,kcal
45288476,-0.932098209858,MESQUITE GRILL SEASONED TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288477,0.130468055606,SWEET APPLEWOOD SMOKED UNCURED HAM,Target Stores,56.0,g,2.0,ONZ,70.0,kcal
45288478,-0.30761808157,PLAIN 6 PRE-SLICED BAGELS,Target Stores,81.0,g,1.0,BAGEL,200.070007324,kcal
45288479,-inf,SHARP CHEDDAR CHEESE,Target Stores,28.0,g,0.0625,TH PKG,110.040000916,kcal
45288480,-1.27474176884,SALTED WHIPPED BUTTER,Target Stores,9.0,g,1.0,Tbsp,70.0200042725,kcal
45288481,0.0430106073618,PEPPERED TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45288484,0.27484998107,PEPPER JACK CHEESE BARS,Target Stores,21.0,g,1.0,BAR,80.0100021362,kcal
45288485,0.211376607418,COLBY JACK CHEESE ,Target Stores,28.0,g,1.12000000477,""" CUBE",110.040000916,kcal
45288486,0.297250896692,SHARP CHEDDAR CHEESE,Target Stores,28.0,g,1.12000000477,""" CUBE",110.040000916,kcal
45288487,0.248284012079,CHICKEN DRUMSTICKS,Target Stores,112.0,g,4.0,ONZ,160.159988403,kcal
45288489,0.213680610061,MEDIUM CHEDDAR CHEESE,Target Stores,28.0,g,0.0619999989867,TH PKG) | (,110.040000916,kcal
45288490,0.183400705457,MONTEREY JACK CHEESE,Target Stores,28.0,g,0.0599999986589,TH PKG,110.040000916,kcal
45288491,-0.0658323392272,PEPPERONI,Target Stores,28.0,g,1.0,ONZ,129.919998169,kcal
45288492,0.715402722359,"DOUBLE TWIST STRING CHEESE, LIGHT LOW-MOISTURE PART-SKIM MOZZARELLA WITH ADDED CHEDDAR CHEESE",Target Stores,24.0,g,1.0,PIECE,49.9199981689,kcal
45288493,-0.484210431576,STRING CHEESE LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE,Target Stores,28.0,g,1.0,PIECE,80.0799942017,kcal
45288494,0.473122179508,STRING CHEESE,Target Stores,28.0,g,1.0,PIECE,80.0799942017,kcal
45288495,-0.272008091211,FRENCH TOAST,Target Stores,57.0,g,1.0,FRENCH TOAST,99.75,kcal
45288496,0.53005862236,COTTON CANDY LOW-FAT YOGURT POUCHES,Target Stores,100.0,g,1.0,POUCH,90.0,kcal
45288497,0.124470166862,BONELESS CHICKEN BITES,Target Stores,79.0,g,3.0,PIECES,199.869995117,kcal
45288498,0.250988811255,MINI CORN DOGS,Target Stores,76.0,g,4.0,PIECES,170.240005493,kcal
45288499,0.106804892421,MINI CHICKEN SANDWICHES,Target Stores,113.0,g,2.0,SANDWICHES,270.070007324,kcal
45288500,0.560196876526,LOW-FAT YOGURT,Target Stores,100.0,g,1.0,POUCH,90.0,kcal
45288501,-0.795160651207,SUNDAE CONES,Target Stores,94.0,g,1.0,CONE,280.119995117,kcal
45288502,-0.143419593573,MACARONI & CHEESE BITES,Target Stores,90.0,g,3.0,PIECES,270.0,kcal
45288503,-0.17453314364,CREAM CHEESE STUFFED JALAPENOS,Target Stores,80.0,g,3.0,PIECES,240.0,kcal
45288508,0.130570232868,BRATWURST BUNS,Target Stores,52.0,g,1.0,BUN,160.160003662,kcal
45288509,-0.147401928902,MINI CHEESEBURGERS,Target Stores,113.0,g,2.0,SANDWICHES,329.960021973,kcal
45288511,0.2322897017,CONFETTI WAFFLES,Target Stores,70.0,g,2.0,WAFFLES,149.800003052,kcal
45288512,0.176445052028,HOMESTYLE WAFFLES,Target Stores,70.0,g,2.0,WAFFLES,179.899993896,kcal
45288514,0.111494250596,ITALIAN SAUSAGE,Target Stores,69.0,g,1.0,GRILLED LINK,240.119995117,kcal
45288515,0.209501191974,POTATO SKINS,Target Stores,91.0,g,2.0,PIECES,190.189987183,kcal
45288516,0.192966684699,WHITE DINNER ROLLS,Target Stores,28.0,g,1.0,ROLL,89.8800048828,kcal
45288517,,SPARKLING WATER BEVERAGE,Target Stores,240.0,ml,8.0,OZA,0.0,kcal
45288518,0.120971374214,BRATWURST,Target Stores,69.0,g,1.0,GRILLED LINK,240.119995117,kcal
45288519,0.0533318519592,ORIGINAL BREAKFAST SAUSAGE LINKS,Target Stores,55.0,g,3.0,PAN-FRIED LINKS,189.75,kcal
45288520,0.0626862421632,CHOCOLATE MINI CUPCAKES,Target Stores,75.0,g,3.0,CUPCAKES,320.25,kcal
45288521,0.102683588862,MAPLE SYRUP,Target Stores,55.0,g,3.0,PAN-FRIED LINKS,189.75,kcal
45288522,-0.47823753953,FROSTED SUGAR COOKIES,Target Stores,38.0,g,1.0,COOKIE,159.979995728,kcal
45288523,0.0489955097437,"BEEF SNACK BITES, BEEF SAUSAGE",Target Stores,30.0,g,6.0,PIECES,120.0,kcal
45288524,0.425377875566,LOW-FAT YOGURT,Target Stores,100.0,g,1.0,POUCH,90.0,kcal
45288525,0.0307632982731,VANILLA MINI CUPCAKES,Target Stores,75.0,g,3.0,CUPCAKES,330.0,kcal
45288526,-0.164764851332,BONELESS CHICKEN BITES,Target Stores,96.0,g,3.0,PIECES,230.400009155,kcal
45288527,0.147799387574,PEPPER JACK CHEESE,Target Stores,28.0,g,0.142000004649,TH PKG,89.8800048828,kcal
45288528,-0.789934098721,BEER BRAT WURST,Target Stores,69.0,g,1.0,GRILLED LINK,240.119995117,kcal
