ndb_no,nrfi,long_name,manufacturer,serving_size,serving_size_uom,household_serving_size,household_serving_size_uom,energy_per_serving,energy_per_serving_uom
45001576,,NON-STICK OLIVE OIL COOKING SPRAY,"Meijer, Inc.",0.25,g,0.25,SEC. SPRAY,0.0,kcal
45001579,-0.248290851712,SLICED SMOKED TURKEY BREAST,Target Stores,56.0,g,2.0,ONZ,59.9200019836,kcal
45001580,-0.36872035265,SLICED HONEY HAM WITH NATURAL JUICES,Target Stores,56.0,g,2.0,ONZ,80.0799942017,kcal
45001581,-0.36474943161,SLICED BLACK FOREST HAM,Target Stores,56.0,g,2.0,ONZ,70.0,kcal
45001582,-0.149251714349,SLICED BLACK ANGUS ROAST BEEF,Target Stores,56.0,g,2.0,ONZ,100.239997864,kcal
45001591,0.091281466186,TRADITIONAL HUMMUS,Target Stores,28.0,g,2.0,Tbsp,70.0,kcal
45001592,0.161290645599,SUN-DRIED TOMATO & BASIL HUMMUS,Target Stores,28.0,g,2.0,Tbsp,59.9200019836,kcal
45001593,0.307000666857,SPINACH & ARTICHOKE HUMMUS,Target Stores,28.0,g,2.0,Tbsp,59.9200019836,kcal
45001594,0.0762425735593,ROASTED GARLIC HUMMUS,Target Stores,28.0,g,2.0,Tbsp,70.0,kcal
45001595,0.340178251266,SPICY THREE PEPPER HUMMUS,Target Stores,28.0,g,2.0,Tbsp,59.9200019836,kcal
45001596,0.162400469184,ROASTED RED PEPPER HUMMUS,Target Stores,28.0,g,2.0,Tbsp,59.9200019836,kcal
45001597,0.0762425735593,ROASTED GARLIC HUMMUS,Target Stores,28.0,g,2.0,Tbsp,70.0,kcal
45001598,0.162400469184,ROASTED RED PEPPER HUMMUS,Target Stores,28.0,g,2.0,Tbsp,59.9200019836,kcal
45001836,0.139351248741,SHAVED PARMESAN CHEESE,Target Stores,28.0,g,0.25,cup,99.9599990845,kcal
45001839,-0.0263193175197,FROSTED SUGAR COOKIES,Target Stores,38.0,g,1.0,COOKIE,159.979995728,kcal
45001840,-0.0310808327049,WHITE FROSTED MINI SUGAR COOKIES,Target Stores,30.0,g,2.0,COOKIES,129.899993896,kcal
45001841,-0.123963959515,CHOCOLATY DIPPED GRAHAM CRACKERS,Target Stores,40.0,g,5.0,PIECES,190.0,kcal
45003027,,DOUBLE ACTING BAKING POWDER,"Wal-Mart Stores, Inc.",0.600000023842,g,0.125,tsp,0.0,kcal
45003102,-0.0888888910413,"GREAT VALUE, LOW CALORIE DRINK MIX, BLUEBERRY BERRY SPLASH","Wal-Mart Stores, Inc.",4.5,g,0.5,PACKET,14.9849996567,kcal
45003770,0.128048330545,"MARKETSIDE, PRETZEL HAMBURGER BUNS","Wal-Mart Stores, Inc.",77.0,g,1.0,BUN,200.199996948,kcal
45003771,-0.102214485407,CHOCOLATE CARAMEL COOKIE THINS,"Wal-Mart Stores, Inc.",28.0,g,3.0,COOKIES,120.119995117,kcal
45003772,-0.117947272956,"SAM'S CHOICE, WAFFLE COOKIES, CINNAMON, HONEY","Wal-Mart Stores, Inc.",32.0,g,4.0,COOKIES,140.160003662,kcal
45003991,-0.020252045244,MUFFINS,Target Stores,113.0,g,1.0,MUFFIN,389.850006104,kcal
45003993,0.730409502983,FROSTED OAT CEREAL BITES WITH MARSHMALLOWS,Target Stores,27.0,g,0.75,cup,109.890007019,kcal
45003997,0.169333651662,ANGEL HAIR DRY PASTA ENRICHED VERMICELLI PRODUCT,"Wal-Mart Stores, Inc.",56.0,g,0.625,* CIRCLE OF ANGEL HAIR,199.919998169,kcal
45004272,-0.0384135656059,WHITE CORN,Target Stores,28.0,g,12.0,CHIPS,129.919998169,kcal
45004335,-0.130918234587,"MEMBER'S MARK, CAPPUCCINO BEVERAGE MIX, FRENCH VANILLA","Wal-Mart Stores, Inc.",19.0,g,1.0,SCOOP,79.9899978638,kcal
45004366,0.0692978575826,"GREAT VALUE, CHUNKY CHICKEN & DUMPINGS SOUP","Wal-Mart Stores, Inc.",245.0,g,1.0,cup,169.050003052,kcal
45004368,-0.0552928671241,"GREAT VALUE, NEW ENGLAND STYLE CLAM CHOWDER CHUNKY SOUP","Wal-Mart Stores, Inc.",245.0,g,1.0,cup,191.099990845,kcal
45004671,-0.0161250382662,CLASSIC SMOOTH GUACAMOLE,"Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,60.0,kcal
45004998,3.65278053284,CLASSIC ICEBERG SALAD,"Wal-Mart Stores, Inc.",85.0,g,1.5,cup,15.3000001907,kcal
45005251,-0.0166250225157,PATTIES,"Wal-Mart Stores, Inc.",64.0,g,1.0,PATTY,149.759994507,kcal
45005252,-0.0820621326566,"GREAT VALUE, SNICKERDOODLE COOKIES","Wal-Mart Stores, Inc.",39.0,g,2.0,COOKIES,170.040008545,kcal
45005256,0.297661781311,"GREAT VALUE, LOWFAT YOGURT, VANILLA","Wal-Mart Stores, Inc.",170.0,g,6.0,ONZ,149.600006104,kcal
45005261,-0.251752406359,"GREAT VALUE, FULLY COOKED NATURAL HARDWOOD SMOKED BACON","Wal-Mart Stores, Inc.",12.0,g,3.0,SLICES,60.0,kcal
45005262,0.33484685421,"GREAT VALUE, BUTTERMILK WAFFLES","Wal-Mart Stores, Inc.",70.0,g,2.0,WAFFLES,179.899993896,kcal
45005277,1.16324818134,"GREAT VALUE, CORN FLAKES CEREAL","Wal-Mart Stores, Inc.",28.0,g,1.0,cup,99.9599990845,kcal
45005281,0.021276595071,STRAWBERRY PREESERVES,"Wal-Mart Stores, Inc.",17.0,g,1.0,Tbsp,10.029999733,kcal
45005335,-0.193947836757,DELUXE AMERICAN PASTEURIZED PROCESS AMERICAN CHEESE,"Wal-Mart Stores, Inc.",19.0,g,1.0,SLICE,69.9199981689,kcal
45005358,0.359046697617,LOWFAT YOGURT,"Wal-Mart Stores, Inc.",225.0,g,1.0,cup,189.0,kcal
45005364,0.301385164261,"GREAT VALUE, LOWFAT YOGURT, RASPBERRY","Wal-Mart Stores, Inc.",170.0,g,6.0,ONZ,149.600006104,kcal
45005374,0.0915566384792,"GREAT VALUE, FINELY SHREDDED FIESTA BLEND CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45005375,0.0915566384792,"GREAT VALUE, SHREDDED COLBY & MONTEREY JACK CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45005376,0.145786866546,"GREAT VALUE, SHREDDED MOZZARELLA CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,80.0799942017,kcal
45005377,0.0213276259601,"GREAT VALUE, PARMESAN BLEND SHREDDED CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45005379,0.145822703838,"GREAT VALUE, PARMESAN CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45005381,0.0864242687821,"GREAT VALUE, FINELY SHREDDED CHEDDAR CHEESE, MILD","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45005384,0.0864242687821,"GREAT VALUE, FINELY SHREDDED TRIPLE CHEDDAR CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45005385,0.111813127995,"GREAT VALUE, SHREDDED PIZZA BLEND CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.25,cup,89.8800048828,kcal
45005386,0.666624963284,NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,79.9000015259,kcal
45005390,0.658114314079,NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,79.9000015259,kcal
45005392,0.621355593204,NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,6.0,ONZ,79.9000015259,kcal
45005395,0.301385164261,LOWFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,6.0,ONZ,149.600006104,kcal
45005396,0.128283619881,LOWFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,129.199996948,kcal
45005403,0.0666666701436,GREEK NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,3.0,cup,139.399993896,kcal
45005423,0.227994352579,"GREAT VALUE, PART SKIM RICOTTA CHEESE","Wal-Mart Stores, Inc.",62.0,g,0.25,cup,79.9799957275,kcal
45005426,0.236248895526,WHOLE WHEAT THIN SPAGHETTI,"Wal-Mart Stores, Inc.",56.0,g,0.142000004649,"PKG, DRY",210.0,kcal
45005486,0.09184397012,"GREAT VALUE, LEMONADE","Wal-Mart Stores, Inc.",50.0,g,3.0,Tbsp,120.000007629,kcal
45005501,-0.0352466329932,"GREAT VALUE, SNALL CURD COTTAGE CHEESE","Wal-Mart Stores, Inc.",114.0,g,0.5,cup,119.699996948,kcal
45005504,0.0488078668714,"GREAT VALUE, LIGHT SOUR CREAM","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,35.0999984741,kcal
45005506,0.847765564919,"GREAT VALUE, FAT FREE SOUR CREAM","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,15.0,kcal
45005513,0.379397153854,"GREAT VALUE, FAT FREE CREAM CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.119999997318,PKG,29.9600009918,kcal
45005517,-0.0574312806129,"GREAT VALUE, SOUR CREAM","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,60.0,kcal
45005547,-0.248327821493,"GREAT VALUE, SWEET CREAM BUTTER SALTED","Wal-Mart Stores, Inc.",14.0,g,1.0,Tbsp,99.9599990845,kcal
45005556,0.598194897175,INSTANT OATMEAL,"Wal-Mart Stores, Inc.",35.0,g,1.0,PACKET,129.850006104,kcal
45005578,-0.00783116649836,PEANUT BUTTER SPREAD,"Wal-Mart Stores, Inc.",32.0,g,2.0,Tbsp,190.080001831,kcal
45005607,0.225848987699,100% WHOLE GRAIN OLD FASHIONED OATS,"Wal-Mart Stores, Inc.",40.0,g,0.5,cup,150.0,kcal
45005655,0.645348370075,NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,79.9000015259,kcal
45005656,0.111372001469,FETTUCCINE,"Wal-Mart Stores, Inc.",56.0,g,0.125,PKG,199.919998169,kcal
45005660,0.180538132787,ANGEL HAIR ENRICHED VERMICELLI PRODCUT,"Wal-Mart Stores, Inc.",56.0,g,0.125,PKG) DRY | (,199.919998169,kcal
45005664,-0.167094364762,"GREAT VALUE, CRESCENT ROLL","Wal-Mart Stores, Inc.",28.0,g,1.0,ROLL,99.9599990845,kcal
45005675,-0.463794201612,THIN SLICED SMOKED TURKEY BREAST,"Wal-Mart Stores, Inc.",51.0,g,4.0,SLICES,49.9799995422,kcal
45005677,-0.463794201612,"GREAT VALUE, THIN SLICED TURKEY BREAST, MESQUITE SMOKED","Wal-Mart Stores, Inc.",51.0,g,4.0,SLICES,49.9799995422,kcal
45005686,0.0,CONFECTIONERS POWDERED SUGAR,"Wal-Mart Stores, Inc.",30.0,g,0.25,cup,120.0,kcal
45005688,0.0,LIGHT BROWN SUGAR,"Wal-Mart Stores, Inc.",4.0,g,1.0,tsp,15.0,kcal
45005694,,SWEETENER,"Wal-Mart Stores, Inc.",1.0,g,1.0,PACKET,0.0,kcal
45005698,-0.0221214089543,EXTRA LARGE EXTREME BACON PIZZA,"Wal-Mart Stores, Inc.",139.0,g,0.166600003839,PIZZA,400.320007324,kcal
45005702,0.0764184892178,"GREAT VALUE, CREAMY PEANUT BUTTER","Wal-Mart Stores, Inc.",32.0,g,2.0,Tbsp,179.839996338,kcal
45005705,0.207261919975,"GREAT VALUE, APPLESAUCE, CINNAMON","Wal-Mart Stores, Inc.",128.0,g,0.5,cup,99.8399963379,kcal
45005706,1.49138057232,"GREAT VALUE, UNSWEETENED APPLESAUCE","Wal-Mart Stores, Inc.",113.0,g,1.0,UNIT,49.7200012207,kcal
45005709,0.252541363239,ORIGINAL APPLESAUCE,"Wal-Mart Stores, Inc.",113.0,g,1.0,UNIT,80.2299957275,kcal
45005710,0.144185200334,APPLESAUCE,"Wal-Mart Stores, Inc.",113.0,g,1.0,UNIT,49.7200012207,kcal
45005713,0.252541363239,APPLESAUCE,"Wal-Mart Stores, Inc.",113.0,g,1.0,UNIT,80.2299957275,kcal
45005716,0.0219214428216,CRANBERRY SAUCE,"Wal-Mart Stores, Inc.",70.0,g,0.25,cup,109.900001526,kcal
45005718,-0.407843142748,GELATIN DESSERT,"Wal-Mart Stores, Inc.",2.5,g,0.25,PACKAGE,5.0,kcal
45005719,-0.203921571374,GELATIN DESSERT,"Wal-Mart Stores, Inc.",2.5,g,0.25,PACKAGE,10.0,kcal
45005720,-0.272584855556,MANDARIN ORANGES IN LIGHT SYRUP,"Wal-Mart Stores, Inc.",100.0,g,1.0,cup,60.0000038147,kcal
45005721,-0.343859642744,MANDARIN ORANGES IN LIGHT SYRUP,"Wal-Mart Stores, Inc.",122.0,g,1.0,cup,69.5400009155,kcal
45005722,0.0588235296309,SUGAR FREE GELATIN DESSERT,"Wal-Mart Stores, Inc.",2.5,g,0.25,PACKAGE,10.0,kcal
45005723,-0.475940495729,GELATIN DESSERT,"Wal-Mart Stores, Inc.",21.0,g,0.25,"PACKAGE, MAKES PREPARED",80.0100021362,kcal
45005725,-0.042169727385,GELATIN DESSERT,"Wal-Mart Stores, Inc.",21.0,g,0.25,PACKAGE,80.0100021362,kcal
45005726,-0.042169727385,"GREAT VALUE, GELATIN DESSERT, STRAWBERRY & BANANA","Wal-Mart Stores, Inc.",21.0,g,0.25,PACKAGE,80.0100021362,kcal
45005727,0.311934560537,PINEAPPLE TIDBITS,"Wal-Mart Stores, Inc.",122.0,g,0.5,cup,69.5400009155,kcal
45005728,-0.050568677485,"GREAT VALUE, GELATIN DESSERT, STRAWBERRY","Wal-Mart Stores, Inc.",21.0,g,0.25,PACKAGE,80.0100021362,kcal
45005731,-0.131281644106,"GREAT VALUE, GRAHAM 9'' PIE CRUST","Wal-Mart Stores, Inc.",21.0,g,0.125,CRUST,99.9600067139,kcal
45005733,8.96248245239,100% PUMPKIN,"Wal-Mart Stores, Inc.",122.0,g,0.5,cup,50.0200004578,kcal
45005735,0.112857148051,PIE FILLING OR TOPPING,"Wal-Mart Stores, Inc.",85.0,g,0.333000004292,cup,29.75,kcal
45005739,0.0710820183158,PEAR HALVES IN HEAVY SYRUP,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,100.099998474,kcal
45005740,0.128159672022,FRUIT COCKTAIL IN HEAVY SYRUP,"Wal-Mart Stores, Inc.",128.0,g,0.5,cup,99.8399963379,kcal
45005741,0.795188605785,NONFAT INSTANT DRY MILK,"Wal-Mart Stores, Inc.",23.0,g,1.0,CUP PREPARED) | DRY MILK (MAKES,80.0400009155,kcal
45005742,0.128159672022,FRUIT COCKTAIL IN HEAVY SYRUP,"Wal-Mart Stores, Inc.",128.0,g,0.5,cup,99.8399963379,kcal
45005744,0.180538132787,ZITI ENRICHED MACARONI PRODUCT,"Wal-Mart Stores, Inc.",56.0,g,0.660000026226,cup,199.919998169,kcal
45005745,-0.204570457339,SHORTENING,"Wal-Mart Stores, Inc.",11.0,g,1.0,Tbsp,99.9900054932,kcal
45005746,0.180538132787,ELBOWS PASTA,"Wal-Mart Stores, Inc.",56.0,g,0.5,cup,199.919998169,kcal
45005747,1.10616743565,"GREAT VALUE, MANDARIN ORANGES","Wal-Mart Stores, Inc.",113.0,g,1.0,cup,70.0599975586,kcal
45005749,0.180538132787,ENRICHED SPAGHETTI PRODUCT. LINGUINE PASTA,"Wal-Mart Stores, Inc.",56.0,g,2.0,ONZ,199.919998169,kcal
45005756,0.236248895526,"WHOLE WHEAT ROTINI, WHOLE WHEAT MACARONI PRODUCT","Wal-Mart Stores, Inc.",56.0,g,1.0,cup,210.0,kcal
45005757,0.236248895526,"GREAT VALUE, WHOLE WHEAT SPAGHETTI","Wal-Mart Stores, Inc.",56.0,g,0.143000006676,PKG DRY,210.0,kcal
45005759,0.92998945713,"GREAT VALUE, DICED PEARS IN LIGHT SYRUP","Wal-Mart Stores, Inc.",113.0,g,1.0,cup,80.2299957275,kcal
45005761,0.0864242687821,"GREAT VALUE, FINELY SHREDDED SHARP CHEDDAR CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45005781,0.180538132787,"THIN SPAGHETTI, ENRICHED MACARONI PRODUCT","Wal-Mart Stores, Inc.",56.0,g,0.125,PKG DRY,199.919998169,kcal
45005794,0.0764184892178,"GREAT VALUE, CRUNCHY PEANUT BUTTER","Wal-Mart Stores, Inc.",32.0,g,2.0,Tbsp,179.839996338,kcal
45005799,-0.147827938199,"GREAT VALUE, PIE CRUST","Wal-Mart Stores, Inc.",27.0,g,0.125,OF 1 CRUST,119.880004883,kcal
45005801,0.0,PURE SUGAR,"Wal-Mart Stores, Inc.",4.0,g,1.0,tsp,15.0,kcal
45005803,0.186275660992,WHOLE NEW POTATOES,"Wal-Mart Stores, Inc.",158.0,g,2.0,MEDIUM POTATOES,69.5199966431,kcal
45005805,0.0309274531901,CUT GREEN BEANS,"Wal-Mart Stores, Inc.",120.0,g,0.5,cup,20.3999996185,kcal
45005815,,"GREAT VALUE, IODIZED SALT & BLACK PEPPER","Wal-Mart Stores, Inc.",1.5,g,0.25,tsp,0.0,kcal
45005818,-0.218356281519,"GREAT VALUE, CHICKEN SEASONING & COATING MIX","Wal-Mart Stores, Inc.",10.0,g,0.125,PACKET,40.0,kcal
45005819,-0.123921878636,ALL VEGETABLE SHORTENING,"Wal-Mart Stores, Inc.",12.0,g,1.0,Tbsp,110.040000916,kcal
45005829,-0.150871798396,POTTED MEAT,"Wal-Mart Stores, Inc.",85.0,g,1.0,CAN,180.199996948,kcal
45005831,-1.23463463783,TURKEY GRAVY MIX,"Wal-Mart Stores, Inc.",6.0,g,2.0,tsp,19.9799995422,kcal
45005850,2.79818105698,"GREAT VALUE, MULTI-GRAIN FLAKES CEREAL","Wal-Mart Stores, Inc.",30.0,g,0.75,cup,120.0,kcal
45005926,0.966114640236,"GREAT VALUE, AWAKE, CRUNCHY RICE & WHEAT FLAKES WITH STRAWBERRIES CEREAL, STRAWBERRY","Wal-Mart Stores, Inc.",31.0,g,1.0,cup,110.049995422,kcal
45005942,0.121336042881,LOWFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,139.399993896,kcal
45005949,-0.249232277274,YOGURT DRESSING,"Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,39.9000015259,kcal
45005950,-0.305707931519,"MARKETSIDE, WHITE BALSAMIC YOGURT DRESSING","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,50.0999984741,kcal
45005953,-0.0929848477244,"MARKETSIDE, BALSAMIC VINAIGRETTE","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,120.0,kcal
45005958,-0.238199353218,"MARKETSIDE, LIGHT BUTTERMILK RANCH DRESSING","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,50.0999984741,kcal
45005962,0.342756927013,GREEK NONFAT YOGURT,"Wal-Mart Stores, Inc.",150.0,g,1.0,CONTAINER,120.0,kcal
45005967,0.641093015671,NONFAT YOGURT,"Wal-Mart Stores, Inc.",170.0,g,1.0,CONTAINER,79.9000015259,kcal
45005970,-0.171231642365,"MARKETSIDE, DRESSING, CHIPOTLE RANCH","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,90.0,kcal
45005971,-0.126329675317,"MARKETSIDE, VINAIGRETTE, RASPBERRY","Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,90.0,kcal
45006063,0.123580187559,"GREAT VALUE, MONTEREY JACK CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.0309999994934,PKG,99.9599990845,kcal
45006064,0.0915566384792,"GREAT VALUE, TACO BLEND CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45006068,0.0864242687821,"GREAT VALUE, FINELY SHREDDED MILK CHEDDAR CHEESE","Wal-Mart Stores, Inc.",28.0,g,0.330000013113,cup,110.040000916,kcal
45006072,-0.0718855038285,PREMIUM SAUSAGE,"Wal-Mart Stores, Inc.",56.0,g,2.0,ONZ,160.159988403,kcal
45006201,-0.0352466329932,"GREAT VALUE, COTTAGE CHEESE, LARGE CURD","Wal-Mart Stores, Inc.",114.0,g,0.5,cup,119.699996948,kcal
45006548,-0.139997914433,"GREAT VALUE, JUMBO FLAKY BISCUITS, HONEY BUTTER","Wal-Mart Stores, Inc.",57.0,g,1.0,BISCUIT,169.86000061,kcal
45008737,-0.546196103096,"GREAT VALUE, SEASONING & COATING MIX","Wal-Mart Stores, Inc.",8.0,g,0.125,PACKET,30.0,kcal
45008920,0.0127888740972,DEEP DISH SUPREME MINI PIZZA,"Wal-Mart Stores, Inc.",163.0,g,1.0,PIZZA,410.760009766,kcal
45009108,-0.139128908515,"WAL-MART STORES, SUGAR FREE LEMON PIE","Wal-Mart Stores, Inc.",113.0,g,1.0,PIE,311.880004883,kcal
45009665,-0.185501947999,BROWN RICE,"Wal-Mart Stores, Inc.",45.0,g,0.25,cup,160.199996948,kcal
45011985,0.0535799972713,"ARCHER FARMS, GUPID'S CRUNCH TRAIL MIX",Target Stores,35.0,g,0.25,cup,170.100006104,kcal
45018103,0.666706085205,"GREAT VALUE, HONEY NUT SPINS, SWEETENED TOASTED OAT CEREAL","Wal-Mart Stores, Inc.",30.0,g,0.75,cup,120.0,kcal
45018109,0.505022883415,"GREAT VALUE, RAISIN BRAN CEREAL","Wal-Mart Stores, Inc.",56.0,g,1.0,cup,210.0,kcal
45018166,-0.171761974692,"PRICE FIRST, ITALIAN DRESSING","Wal-Mart Stores, Inc.",31.0,g,2.0,Tbsp,79.9799957275,kcal
45020285,0.928081035614,"GREAT VALUE, CRUNCHY HONEY OATS WITH ALMONDS CEREAL","Wal-Mart Stores, Inc.",31.0,g,0.75,cup,129.88999939,kcal
45020286,0.51759493351,"GREAT VALUE, RAISIN BRAN CEREAL, EXTRA RAISIN","Wal-Mart Stores, Inc.",56.0,g,1.0,cup,199.919998169,kcal
45020292,0.641986548901,"GREAT VALUE, APPLE BLASTS, SWEETENED MULTI-GRAIN CEREAL","Wal-Mart Stores, Inc.",33.0,g,1.0,cup,120.120002747,kcal
45020298,3.08935880661,"GREAT VALUE, BRAN FLAKES CEREAL","Wal-Mart Stores, Inc.",29.0,g,0.75,cup,89.8999938965,kcal
45020299,1.02442574501,"GREAT VALUE, STRAWBERRY AWAKE CEREAL","Wal-Mart Stores, Inc.",31.0,g,1.0,cup,110.049995422,kcal
45020312,1.17913281918,SWEETENED CRUNCHY RICE & WHEAT FLAKE CEREAL WITH FRUIT & YOGURT CLUSTERS,"Wal-Mart Stores, Inc.",32.0,g,0.75,cup,120.0,kcal
45020644,1.18623030186,AWAKE CEREAL,"Wal-Mart Stores, Inc.",31.0,g,0.75,cup,119.969993591,kcal
45020645,0.607132792473,SWEETENED CORN & OAT CEREAL,"Wal-Mart Stores, Inc.",26.0,g,0.75,cup,100.099998474,kcal
45021324,0.548450052738,BLACK BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,110.5,kcal
45021334,0.339097797871,LIGHT RED KIDNEY BEANS,"Wal-Mart Stores, Inc.",130.0,g,0.5,cup,100.099998474,kcal
45022279,0.544136166573,"GREAT VALUE, SUGAR FROSTED FLAKES CEREAL","Wal-Mart Stores, Inc.",31.0,g,0.75,cup,119.969993591,kcal
45022281,1.05937516689,"GREAT VALUE, TOASTED WHEAT CEREAL","Wal-Mart Stores, Inc.",47.0,g,0.75,cup,159.800003052,kcal
45022282,1.14505684376,"GREAT VALUE, TOASTED CORN CEREAL","Wal-Mart Stores, Inc.",30.0,g,1.0,cup,110.100006104,kcal
45022283,0.958945691586,"GREAT VALUE, FRUIT SPINS, SWEETENED MULTIGRAIN CEREAL, SWEETENED MULTIGRAIN","Wal-Mart Stores, Inc.",29.0,g,1.0,cup,109.909996033,kcal
45022284,0.496931999922,"GREAT VALUE, FRUITY CEREAL, PUFFS","Wal-Mart Stores, Inc.",30.0,g,1.0,cup,120.0,kcal
45022285,1.33138346672,"GREAT VALUE, CEREAL, TOASTED WHOLE-GRAIN OATS","Wal-Mart Stores, Inc.",28.0,g,1.0,cup,99.9599990845,kcal
45022287,0.105128139257,"GREAT VALUE, BACON, EGG & CHEESE CROISSANT SANDWICHES","Wal-Mart Stores, Inc.",103.0,g,1.0,SANDWICH,320.329986572,kcal
45022290,0.979880034924,"GREAT VALUE, TOASTED RICE CEREAL","Wal-Mart Stores, Inc.",27.0,g,1.0,cup,99.9000015259,kcal
45022291,1.38250231743,AWAKE CEREAL,"Wal-Mart Stores, Inc.",30.0,g,0.75,cup,110.100006104,kcal
45022292,0.258105665445,"GREAT VALUE, CRISP RICE CEREAL","Wal-Mart Stores, Inc.",33.0,g,1.25,cup,130.020004272,kcal
45022293,-0.590998828411,"GREAT VALUE, CRUNCHY RAISIN BRAN CEREAL","Wal-Mart Stores, Inc.",53.0,g,1.0,cup,189.739990234,kcal
45022620,0.146221995354,"GREAT VALUE, AU GRATIN POTATOES","Wal-Mart Stores, Inc.",28.0,g,0.5,cup,99.9599990845,kcal
45022922,-0.488141834736,INSTANT PUDDING & PIE FILLING,"Wal-Mart Stores, Inc.",24.0,g,0.25,"PACKAGE, MAKES 1/2 CUP",90.0,kcal
45022924,0.827431917191,PEACH PINEAPPLE CHIPOTLE SALSA,"Wal-Mart Stores, Inc.",30.0,g,2.0,Tbsp,15.0,kcal
45023288,-0.031865440309,"GREAT VALUE, DRINK MIX, LEMONADE","Wal-Mart Stores, Inc.",2.0,g,0.5,PACKET,5.0,kcal
45023289,0.151619002223,DELUXE CASHEWS,"Wal-Mart Stores, Inc.",28.0,g,0.25,cup,159.880004883,kcal
45023290,0.329596966505,CASHEWS HALVES & PIECES,"Wal-Mart Stores, Inc.",28.0,g,0.25,cup,159.880004883,kcal
45023294,0.021276595071,"GREAT VALUE, DRINK MIX, STRAWBERRY WATERMELON","Wal-Mart Stores, Inc.",4.5,g,0.5,PACKET,14.9849996567,kcal
45023296,0.00375155452639,"GREAT VALUE, DRINK MIX, PINK LEMONADE","Wal-Mart Stores, Inc.",2.0,g,0.5,PACKET,5.0,kcal
45023297,-0.0778687000275,"GREAT VALUE, ENERGY DRINK MIX, STRAWBERRY","Wal-Mart Stores, Inc.",1.60000002384,g,0.5,PACKET,4.992000103,kcal
45023407,0.369893074036,"GREAT VALUE, HAM, HONEY","Wal-Mart Stores, Inc.",28.0,g,1.0,SLICE,29.9600009918,kcal
45023408,0.119871869683,"WAL-MART, COLE SLAW","Wal-Mart Stores, Inc.",100.0,g,0.5,cup,160.0,kcal
45023822,-0.122490100563,"GREAT VALUE, VIENNA SAUSAGE","Wal-Mart Stores, Inc.",48.0,g,3.0,SAUSAGES,99.8399963379,kcal
45024159,-0.0450462140143,HAZELNUT SPREAD,"Wal-Mart Stores, Inc.",37.0,g,2.0,Tbsp,200.169998169,kcal
45026690,0.0853972062469,TROPICAL TRAIL MIX,"Wal-Mart Stores, Inc.",30.0,g,0.25,cup,120.0,kcal
45027095,0.140731081367,PEANUT AND NATURAL HONEY SPREAD,"Wal-Mart Stores, Inc.",34.0,g,2.0,Tbsp,199.919998169,kcal
45027808,0.541877388954,"GREAT VALUE, WAFFLES, BLUEBERRY","Wal-Mart Stores, Inc.",70.0,g,2.0,WAFFLES,140.0,kcal
45027817,0.0587459467351,"GREAT VALUE, SAUSAGE EGG & CHEESE BISCUIT SANDWICHES","Wal-Mart Stores, Inc.",134.0,g,1.0,SANDWICH,389.940002441,kcal
